capturedAt,phase,timestamp,connection,collecting,batteryPercent,sensorCount,signal,overallQuality,bp_delta,rbp_delta,bp_theta,rbp_theta,bp_alpha,rbp_alpha,bp_beta,rbp_beta,bp_gamma,rbp_gamma,region_frontal_delta,region_frontal_theta,region_frontal_alpha,region_frontal_beta,region_frontal_gamma,region_attention_frontal_delta,region_attention_frontal_theta,region_attention_frontal_alpha,region_attention_frontal_beta,region_attention_frontal_gamma,region_temporal_delta,region_temporal_theta,region_temporal_alpha,region_temporal_beta,region_temporal_gamma,region_parietal_delta,region_parietal_theta,region_parietal_alpha,region_parietal_beta,region_parietal_gamma,region_occipital_delta,region_occipital_theta,region_occipital_alpha,region_occipital_beta,region_occipital_gamma,ch_AF3,cq_AF3,ch_F7,cq_F7,ch_F3,cq_F3,ch_FC5,cq_FC5,ch_T7,cq_T7,ch_P7,cq_P7,ch_O1,cq_O1,ch_O2,cq_O2,ch_P8,cq_P8,ch_T8,cq_T8,ch_FC6,cq_FC6,ch_F4,cq_F4,ch_F8,cq_F8,ch_AF4,cq_AF4
2026-07-20T17:31:23.255515,text,1784557883.3158922,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,3.238285714285715,0.5362224561486512,1.4388571428571428,0.23825801033744543,0.8149285714285714,0.13494269459590524,0.547,0.09057683891799828,0.0,4.9055,1.62975,0.8510624999999999,0.42887500000000006,0.0,6.70825,2.16775,1.13625,0.478,0.0,1.204,0.739,0.47924999999999995,0.24150000000000002,0.0,1.2125,1.8295,1.05925,1.1400000000000001,0.0,0.6295000000000001,0.9844999999999999,0.76175,0.732,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:23.725929,text,1784557883.7026227,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,4.559142857142857,0.5612609641891446,2.0094285714285713,0.24737409043944691,1.0233214285714285,0.12597770889665635,0.5311428571428571,0.06538723647475214,0.0,7.1505,2.824875,1.2685625,0.431625,0.0,10.937999999999999,4.2915,1.8985,0.47124999999999995,0.0,1.207,0.509,0.4175,0.225,0.0,1.3519999999999999,1.5274999999999999,0.9897499999999999,1.0455,0.0,0.753,0.73,0.68175,0.721,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:24.225,text,1784557884.2055676,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,3.056928571428571,0.4543712409557329,2.222285714285714,0.3303128268012889,1.0021785714285714,0.14896034058998084,0.44642857142857145,0.06635559165299743,0.0,4.62275,2.73925,1.2129375000000002,0.40212500000000007,0.0,6.888,3.77825,1.8032500000000002,0.49124999999999996,0.0,1.117,0.8714999999999999,0.40700000000000003,0.176,0.0,1.1400000000000001,2.422,1.113,0.7395,0.0,0.6505,1.3054999999999999,0.6435,0.601,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:24.721821,text,1784557884.7169266,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,1.9998571428571432,0.3795567003321359,1.8237857142857143,0.3461397681827425,0.9162142857142858,0.17389005625974377,0.5290714285714287,0.10041347522537791,0.0,2.7516249999999998,1.81475,0.9809375,0.46725000000000005,0.0,3.2664999999999997,2.0897500000000004,1.252625,0.683,0.0,1.409,0.7785,0.4145,0.1235,0.0,1.1835,2.7824999999999998,1.271,0.8945000000000001,0.0,0.4,1.9465000000000001,0.80425,0.8165,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:25.225887,text,1784557885.2143354,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,2.691428571428571,0.4624731512733967,1.664642857142857,0.28603866216630874,0.9007142857142858,0.1547714022706352,0.562857142857143,0.09671678428965944,0.0,3.6497499999999996,1.813625,0.88325,0.47350000000000003,0.0,4.394,2.1630000000000003,1.034125,0.608,0.0,1.5975,0.496,0.4892500000000001,0.162,0.0,1.5185,2.0665,1.4175,1.0205,0.0,1.125,1.8355000000000001,0.86525,0.8634999999999999,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:25.722932,text,1784557885.7192924,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,4.725499999999999,0.5383958072234248,2.358071428571429,0.26866485457120076,1.0895714285714286,0.1241393902895555,0.6038571428571428,0.06879994791581893,0.0,6.8291249999999994,3.0221250000000004,1.2325,0.4756250000000001,0.0,10.411750000000001,3.81575,1.628625,0.58725,0.0,1.85,0.844,0.569,0.261,0.0,2.0805,1.7970000000000002,1.33025,1.279,0.0,1.8315,1.777,0.79775,0.7845,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:26.221760,text,1784557886.2228136,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,3.4760714285714287,0.48110526185709696,1.9314285714285717,0.26731914683275254,1.24475,0.17227947900447343,0.5729285714285715,0.07929611230567707,0.0,5.14675,2.409375,1.4290625,0.45787500000000003,0.0,7.686,3.4210000000000003,1.9594999999999998,0.56425,0.0,1.2189999999999999,0.766,0.55625,0.32,0.0,1.512,1.605,1.431,1.198,0.0,1.0145,1.5115,1.00975,0.661,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:26.730505,text,1784557886.6863046,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,3.8965714285714284,0.5271335807050093,1.762071428571429,0.23837546382189245,1.2087142857142854,0.16351654298082866,0.5246428571428571,0.07097441249226963,0.0,6.166250000000001,2.44325,1.3074375,0.41074999999999995,0.0,9.638499999999999,3.7924999999999995,1.7736249999999998,0.514,0.0,0.8594999999999999,0.582,0.558,0.2505,0.0,1.0725,1.196,1.5952499999999998,1.0625,0.0,0.679,0.7835,1.0780000000000003,0.7165,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:27.220964,text,1784557887.205764,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,3.392000000000001,0.5205419388784146,1.8378571428571426,0.28204060156969346,0.7882857142857143,0.12097163151663962,0.4981428571428571,0.07644582803525232,0.0,5.327,2.344875,0.79975,0.35762499999999997,0.0,8.45575,3.231,0.9087500000000001,0.454,0.0,0.7275,0.82,0.424,0.20650000000000002,0.0,1.0215,1.8355000000000001,1.2262499999999998,1.081,0.0,0.687,0.83,0.66875,0.769,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
2026-07-20T17:31:27.721641,text,1784557887.697088,connected,True,53.0,14.0,0.9922,17.0,0.0,0.0,10.98164285714286,0.6834753693157822,3.0111428571428576,0.18740747656072868,1.4127857142857145,0.08792894199863964,0.6617857142857143,0.0411882121248494,0.0,18.117375000000003,4.3025,1.4628125000000003,0.479125,0.0,30.2945,6.6075,1.8385,0.6125,0.0,1.2055,0.8540000000000001,0.6074999999999999,0.291,0.0,2.075,1.9385000000000001,1.992,1.4655,0.0,1.1215000000000002,1.0755,1.4387499999999998,0.9595,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0
